year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,15.273329064318743,0.10001557032019374,0.0,0.0,0.0
2010,390.76062019788907,16.879268598224566,5836.752977952918,282.2986293477564,0.0
2011,961.3114872302735,40.763571538573345,16611.97415396525,2351.1307048814883,0.0
2012,1228.527814184855,43.1478836544505,24386.852747433753,5425.200627469201,0.0
