year,manure_applied,manure_N_applied,manure_P_applied,fert_applied,fert_N_applied,fert_P_applied,fert_K_applied
,kg,kg,kg,kg,kg,kg,kg
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2544668.424987932,101040.0,100600.0,0.0,0.0,0.0,0.0
2011,6260281.222867255,100520.0,100300.0,0.0,0.0,0.0,0.0
2012,10182633.671854675,104160.0,102400.0,0.0,0.0,0.0,0.0
