county_code,1,2,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,28,30,31,32,33,34,36,37,38,39,40,41,42,43,44,46,47,49,50,51,52,53,54,55,56,58,59,60,61,62,63,64,65,66,67,72,76,77,78,79,80,81,82,83,87,88,89,90,91,92,93,94,95,96,97,98,99,100,102,103,104,105,106,107,108,109,110,111,112,114,115,118,119,120,121,123,124,125,129,135,144,153,154,155,163,164,165,166,167,169,170,171,172,181,182,183,184,187,193,194,195,197,198,200,201,202,209,210,211,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,251,302,303,304,305,308,309
01001,0.0,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.0,0.0,0.0077777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.0,0.0,0.0,0.0,0.0,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.0
01003,0.07514900989010989,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,1.4670734488636366,1.4670734488636366,0.0077777777777777776,1.4670734488636366,1.4670734488636366,1.4670734488636366,1.4670734488636366,0.0,0.04107344571428572,0.04107344571428572,0.04107344571428572,0.04107344571428572,0.04107344571428572,0.04107344571428572,0.04107344571428572,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07514900989010989,0.07514900989010989,0.07514900989010989,0.07514900989010989,0.16360906,0.16360906,0.16360906,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.01771178333333333,0.0,0.0,0.0,0.0,0.0,0.8089306693091732,0.0,0.0,0.8089306693091732,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.026461901123595505
01005,0.10937163186813187,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.34107580909090907,0.34107580909090907,0.0077777777777777776,0.34107580909090907,0.34107580909090907,0.34107580909090907,0.34107580909090907,0.0,0.09804782000000001,0.09804782000000001,0.09804782000000001,0.09804782000000001,0.09804782000000001,0.09804782000000001,0.09804782000000001,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.33602264382022473,0.33602264382022473,0.33602264382022473,0.33602264382022473,0.33602264382022473,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10937163186813187,0.10937163186813187,0.10937163186813187,0.10937163186813187,0.28169305333333333,0.28169305333333333,0.28169305333333333,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,1.3070245433333332,1.3070245433333332,1.3070245433333332,1.3070245433333332,1.3070245433333332,1.3070245433333332,1.3070245433333332,1.3070245433333332,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.33602264382022473
01007,1.1080110527472529,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.26781734886363634,0.26781734886363634,0.0077777777777777776,0.26781734886363634,0.26781734886363634,0.26781734886363634,0.26781734886363634,0.0,0.05734293428571429,0.05734293428571429,0.05734293428571429,0.05734293428571429,0.05734293428571429,0.05734293428571429,0.05734293428571429,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1080110527472529,1.1080110527472529,1.1080110527472529,1.1080110527472529,3.24580896,3.24580896,3.24580896,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.026461901123595505
01009,0.9862323384615385,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.13023188295454544,0.13023188295454544,0.0077777777777777776,0.13023188295454544,0.13023188295454544,0.13023188295454544,0.13023188295454544,0.0,0.07845022857142857,0.07845022857142857,0.07845022857142857,0.07845022857142857,0.07845022857142857,0.07845022857142857,0.07845022857142857,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862323384615385,0.9862323384615385,0.9862323384615385,0.9862323384615385,3.24580896,3.24580896,3.24580896,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.026461901123595505
01011,0.06490021868131868,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.3935652420454545,0.3935652420454545,0.0077777777777777776,0.3935652420454545,0.3935652420454545,0.3935652420454545,0.3935652420454545,0.0,0.37655449428571436,0.37655449428571436,0.37655449428571436,0.37655449428571436,0.37655449428571436,0.37655449428571436,0.37655449428571436,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06490021868131868,0.06490021868131868,0.06490021868131868,0.06490021868131868,0.21402822,0.21402822,0.21402822,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.5124055842696629
01013,0.13960296263736263,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.056441517045454546,0.056441517045454546,0.0077777777777777776,0.056441517045454546,0.056441517045454546,0.056441517045454546,0.056441517045454546,0.0,0.02919534,0.02919534,0.02919534,0.02919534,0.02919534,0.02919534,0.02919534,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.5124055842696629,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13960296263736263,0.13960296263736263,0.13960296263736263,0.13960296263736263,0.2264479822222222,0.2264479822222222,0.2264479822222222,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.4679988755555555,0.0,0.0,0.0,0.0,0.0,0.16396727633069083,0.0,0.0,0.16396727633069083,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.5124055842696629
01015,0.1150581945054945,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.8029292670454545,0.8029292670454545,0.0077777777777777776,0.8029292670454545,0.8029292670454545,0.8029292670454545,0.8029292670454545,0.0,0.42751071714285716,0.42751071714285716,0.42751071714285716,0.42751071714285716,0.42751071714285716,0.42751071714285716,0.42751071714285716,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1150581945054945,0.1150581945054945,0.1150581945054945,0.1150581945054945,0.21492964666666667,0.21492964666666667,0.21492964666666667,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.8196980633333333,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.026461901123595505
01017,0.636411445054945,0.0735632183908046,0.0,0.0,0.0,0.0,0.0,0.0,0.03978494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258064,0.0036,0.0,0.15454545454545454,0.15454545454545454,0.15454545454545454,5.2631578947368424e-05,5.2631578947368424e-05,0.0077777777777777776,0.007317073170731708,0.0077777777777777776,0.0077777777777777776,0.5962253738636364,0.5962253738636364,0.0077777777777777776,0.5962253738636364,0.5962253738636364,0.5962253738636364,0.5962253738636364,0.0,0.3342614485714286,0.3342614485714286,0.3342614485714286,0.3342614485714286,0.3342614485714286,0.3342614485714286,0.3342614485714286,0.006521739130434782,0.006521739130434782,0.006521739130434782,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.026461901123595505,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636411445054945,0.636411445054945,0.636411445054945,0.636411445054945,1.2610842333333334,1.2610842333333334,1.2610842333333334,0.0,0.0,0.0,0.4136986301369863,0.4136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15454545454545454,0.0,0.0,0.12087912087912088,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.058706289999999994,0.0,0.0,0.0,0.0,0.0,0.08985333522083805,0.0,0.0,0.08985333522083805,0.0,0.0,0.0,0.0,0.21368421052631578,0.04285714285714286,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640120773025893,0.1384043783488225,0.11165007074193004,0.11420272876950857,0.12087912087912088,0.026461901123595505
