year,j_day,dry_matter,carbon,nitrogen,phosphorus,crude_protein,C_harvest_gas,C_harvest_particle,C_storage_gas,C_storage_leachate,C_feedout_gas,C_feedout_particle,CP_gas,CP_leachate,NPN
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,
year,j_day,dry_matter,carbon,nitrogen,phosphorus,crude_protein,C_harvest_gas,C_harvest_particle,C_storage_gas,C_storage_leachate,C_feedout_gas,C_feedout_particle,CP_gas,CP_leachate,NPN
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,
