S1:breeding_start_day_h,S1:heifer_repro_cull_time,S1:estrus_detection_rate,S1:cull_milk_production,S1:wean_day,S1:avg_estrus_cycle_heifer,S1:still_birth_rate,S1:horizontal_dist_to_milking_parlor,S1:mature_body_weight_avg,"S1:['pen_information','pen0','vertical_dist_to_milking_parlor']","S1:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']",ST:breeding_start_day_h,ST:heifer_repro_cull_time,ST:estrus_detection_rate,ST:cull_milk_production,ST:wean_day,ST:avg_estrus_cycle_heifer,ST:still_birth_rate,ST:horizontal_dist_to_milking_parlor,ST:mature_body_weight_avg,"ST:['pen_information','pen0','vertical_dist_to_milking_parlor']","ST:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']",S2:breeding_start_day_h,S2:heifer_repro_cull_time,S2:estrus_detection_rate,S2:cull_milk_production,S2:wean_day,S2:avg_estrus_cycle_heifer,S2:still_birth_rate,S2:horizontal_dist_to_milking_parlor,S2:mature_body_weight_avg,"S2:['pen_information','pen0','vertical_dist_to_milking_parlor']","S2:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']",S1_conf:breeding_start_day_h,S1_conf:heifer_repro_cull_time,S1_conf:estrus_detection_rate,S1_conf:cull_milk_production,S1_conf:wean_day,S1_conf:avg_estrus_cycle_heifer,S1_conf:still_birth_rate,S1_conf:horizontal_dist_to_milking_parlor,S1_conf:mature_body_weight_avg,"S1_conf:['pen_information','pen0','vertical_dist_to_milking_parlor']","S1_conf:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']",ST_conf:breeding_start_day_h,ST_conf:heifer_repro_cull_time,ST_conf:estrus_detection_rate,ST_conf:cull_milk_production,ST_conf:wean_day,ST_conf:avg_estrus_cycle_heifer,ST_conf:still_birth_rate,ST_conf:horizontal_dist_to_milking_parlor,ST_conf:mature_body_weight_avg,"ST_conf:['pen_information','pen0','vertical_dist_to_milking_parlor']","ST_conf:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']",S2_conf:breeding_start_day_h,S2_conf:heifer_repro_cull_time,S2_conf:estrus_detection_rate,S2_conf:cull_milk_production,S2_conf:wean_day,S2_conf:avg_estrus_cycle_heifer,S2_conf:still_birth_rate,S2_conf:horizontal_dist_to_milking_parlor,S2_conf:mature_body_weight_avg,"S2_conf:['pen_information','pen0','vertical_dist_to_milking_parlor']","S2_conf:['manure_handler_configs', 'manure_handler_type', '=', 'flush system', 'cleaning_water_use_rate']"
0.0,0.0,0.0,0.151542646759634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18515817011079802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[            nan  0.00000000e+00  0.00000000e+00 -5.55111512e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[            nan             nan  0.00000000e+00 -5.55111512e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[            nan             nan             nan -5.55111512e-17
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]","[       nan        nan        nan        nan 0.06723105 0.06723105
 0.06723105 0.06723105 0.06723105 0.06723105 0.06723105]",[nan nan nan nan nan  0.  0.  0.  0.  0.  0.],[nan nan nan nan nan nan  0.  0.  0.  0.  0.],[nan nan nan nan nan nan nan  0.  0.  0.  0.],[nan nan nan nan nan nan nan nan  0.  0.  0.],[nan nan nan nan nan nan nan nan nan  0.  0.],[nan nan nan nan nan nan nan nan nan nan  0.],[nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.3755361707760252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41594359525890107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[           nan 0.00000000e+00 0.00000000e+00 1.64895142e-16
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[           nan            nan 0.00000000e+00 1.64895142e-16
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[           nan            nan            nan 1.64895142e-16
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[       nan        nan        nan        nan 0.47370121 0.47370121
 0.47370121 0.47370121 0.47370121 0.47370121 0.47370121]",[nan nan nan nan nan  0.  0.  0.  0.  0.  0.],[nan nan nan nan nan nan  0.  0.  0.  0.  0.],[nan nan nan nan nan nan nan  0.  0.  0.  0.],[nan nan nan nan nan nan nan nan  0.  0.  0.],[nan nan nan nan nan nan nan nan nan  0.  0.],[nan nan nan nan nan nan nan nan nan nan  0.],[nan nan nan nan nan nan nan nan nan nan nan]
