year,NO3_average,NH4_average,active_N_average,stable_N_average,org_N_average
,kg,kg,kg,kg,kg
2009,13.700243735597091,0.1442608588805493,0.0,0.0,0.0
2010,785.5162779802336,158.21757599363463,96.90657505388154,4.104395860998075,0.0
2011,507.6057230320605,6.196164220145527,409.6959334479931,48.48905300003783,0.0
2012,171.62435922660623,5.242216393553456,637.9117249190554,128.0014984659928,0.0
