rufas_id,feed_type,DM,CP,NDICP,ADICP,EE,NDF,ADF,lignin,ash,non_fiber_carb,PAF,TDN,N_A,N_B,N_C,Kd,dRUP,calcium,phosphorus,magnesium,potassium,sodium,chlorine,sulfur,DE,is_fat,is_wetforage,starch
1,Aminoacids,30,125,6,4,50,40,30,12,50,50,1.0,100,50,50,50,15,50,36,16,28,28,20,33,12,50,0,0,50
