year,j_day,profile_SW,runoff,drainage,erosion,ET,manure_applied,manure_N_applied,manure_P_applied,profile_N,profile_P,N_runoff,P_runoff,N_drainage,P_drainage,N_erosion,P_erosion,yield,N_yield,P_yield
,,mm H2O,mm H2O,mm H2O,ton / ha,mm H2O,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2011,208,725.4656099302085,0.0,0.0,0.0,13.664467464469503,0.0,0.0,0.0,12576.153168683628,373574.6132618037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,209,749.7839158077836,0.0,0.0,0.0,11.241694122424931,0.0,0.0,0.0,12601.22462190402,373573.1026584595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,210,748.373329524664,0.0,0.0,0.0,17.412586283119612,0.0,0.0,0.0,12626.540972728313,373571.36720176245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,211,728.0339765032176,0.0,0.0,0.0,20.339353021446286,0.0,0.0,0.0,12654.047125476149,373569.50491573627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,212,709.021814853116,0.0,0.0,0.0,19.012161650101568,0.0,0.0,0.0,12675.413014643402,373567.79074590496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,213,691.9722722530821,0.0,0.0,0.0,17.049542600033874,0.0,0.0,0.0,12695.105947233858,373565.88692004234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,214,677.0207167571583,0.0,0.0,0.0,14.951555495923888,0.0,0.0,0.0,12711.757843187943,373564.12305037153,0.0,0.0,0.0,0.0,0.0,0.0,7339.085940832718,306.03988361497863,14.691796567436178
2011,215,662.9064612986881,0.0,0.0,0.0,15.892255458470274,0.0,0.0,0.0,12727.024876108208,373562.2649244589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,216,647.1501498091052,0.0,0.0,0.0,15.756311489582812,0.0,0.0,0.0,12735.173287439642,373560.51006806473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,217,633.4085816180911,0.0,0.0,0.0,13.741568191014098,0.0,0.0,0.0,12742.31907235657,373557.0976066266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,218,619.4272868477321,0.0,0.0,0.0,13.981294770358975,0.0,0.0,0.0,12745.641692874102,373553.027511261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,219,620.7084384299171,0.0,0.0,0.0,14.720848417815068,0.0,0.0,0.0,12749.444764788608,373550.0086259742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,220,605.659295041474,0.0,0.0,0.0,15.049143388443001,0.0,0.0,0.0,12745.792102987454,373548.2329577465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,221,600.1212713362102,0.0,0.0,0.0,10.872023705263985,0.0,0.0,0.0,12738.25354039616,373546.13705462834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,222,586.4925222918725,0.0,0.0,0.0,13.62874904433758,0.0,0.0,0.0,12726.861591999794,373543.907752273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,223,575.5719135592925,0.0,0.0,0.0,10.920608732580062,0.0,0.0,0.0,12709.54814531891,373541.7364795149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,224,563.7491139251874,0.0,0.0,0.0,11.822799634105051,0.0,0.0,0.0,12686.290102540795,373539.3954920072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,225,572.9408373601307,0.0,0.0,0.0,5.032276565056802,0.0,0.0,0.0,12682.664831555107,373537.11697904865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,226,586.8954853068559,0.0,0.0,0.0,9.159352053274803,0.0,0.0,0.0,12684.462907103149,373535.7158951001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,227,575.6444900946187,0.0,0.0,0.0,11.250995212237088,0.0,0.0,0.0,12709.332160044456,373533.99917616975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,228,563.6039431402155,0.0,0.0,0.0,12.04054695440322,0.0,0.0,0.0,12705.03271864721,373533.6489939951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,229,588.6659675448673,0.0,0.0,0.0,10.497975595348288,0.0,0.0,0.0,12707.502357562938,373531.63301386865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
